INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('journalist/reporter','ID','967-758-6808','under review','2011-11-08','2031-02-22',5689);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('construction worker/engineer','CN','101-574-4767','active','2006-06-15','2024-06-07',6411);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('business consultant','LK','554-615-6581','inactive','2020-11-26','2033-06-29',5700);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('environmental activist','PH','343-172-6329','infiltration','2008-05-07','2026-07-07',1873);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('entertainment insider','SL','530-202-6230','active','2019-10-15','2029-04-05',7553);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('medical professional','ID','664-639-5835','emergency extraction','2016-10-03','2024-01-23',5228);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('security specialist','CN','380-171-8895','deep cover','2005-04-25','2026-09-21',208);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('arts connoisseur','PH','432-917-9182','burned','2020-10-04','2028-10-31',2052);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('travel blogger/reviewer','PL','554-833-4772','under surveillance','2011-06-30','2028-11-26',6301);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('freelance photographer','FR','556-446-5449','deep cover','2008-04-04','2024-12-01',6677);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('finance/investment analyst','CN','940-780-8154','under review','2018-10-23','2034-11-04',1019);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('tourist/traveler','ID','369-500-4839','inactive','2023-06-28','2026-09-08',2663);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('humanitarian worker','BA','656-168-3415','under review','2021-08-08','2028-11-10',7311);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('government official/diplomat','GR','641-392-6377','burned','2019-12-09','2025-11-26',8010);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('humanitarian worker','BG','117-335-8357','inactive','2008-11-15','2031-03-20',1621);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('academic researcher','PH','166-459-0065','under review','2019-05-08','2029-11-20',4968);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('law enforcement officer','CN','860-905-0948','under development','2017-06-24','2032-05-20',7117);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('food/culinary expert','CN','543-633-4022','deep cover','2022-09-03','2026-04-22',3270);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('tech entrepreneur','CZ','586-965-3895','under review','2017-03-28','2030-11-20',3263);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('entertainment insider','DE','323-641-5281','infiltration','2023-04-12','2028-05-11',2136);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('construction worker/engineer','ID','317-417-1563','inactive','2009-01-02','2027-12-30',4973);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('finance/investment analyst','MX','967-628-4805','burned','2022-08-17','2030-08-05',4726);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('tourist/traveler','PT','726-246-3094','infiltration','2018-06-20','2034-12-31',809);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('law enforcement officer','CD','854-185-5226','active','2023-05-25','2025-08-30',6891);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('freelance photographer','ID','360-911-9234','under review','2009-06-25','2032-02-14',4898);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('medical professional','CN','515-824-1717','under development','2022-10-16','2026-07-25',4783);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('arts connoisseur','CN','204-971-5045','emergency extraction','2021-05-17','2028-07-09',941);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('law enforcement officer','IE','894-788-0711','emergency extraction','2018-11-06','2023-07-10',3310);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('tourist/traveler','PH','229-694-2280','deep cover','2016-06-23','2032-03-16',6397);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('freelance photographer','SE','212-288-1970','under surveillance','2020-08-14','2034-09-21',4404);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('tourist/traveler','CN','929-517-6972','burned','2014-02-02','2026-12-17',7424);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('humanitarian worker','SV','460-385-8310','active','2004-06-19','2024-07-17',6544);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('freelance photographer','OM','300-641-7925','active','2017-07-07','2025-07-06',9790);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('law enforcement officer','BR','711-604-7181','under review','2015-11-26','2030-12-03',3243);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('tech entrepreneur','NI','561-975-7248','active','2023-01-09','2030-06-30',2549);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('food/culinary expert','ID','923-624-1152','compromised','2019-09-12','2024-12-25',2990);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('academic researcher','CN','201-708-5819','emergency extraction','2021-04-27','2034-10-17',4216);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('medical professional','CO','376-391-4660','under development','2005-02-12','2028-01-11',745);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('academic researcher','ID','145-466-5840','inactive','2023-09-21','2025-04-05',2029);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('security specialist','ID','601-774-9681','under review','2004-11-26','2023-10-11',3539);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('journalist/reporter','PH','978-154-1141','compromised','2013-02-23','2031-06-10',3981);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('construction worker/engineer','SE','721-248-0605','emergency extraction','2005-04-16','2032-07-05',5446);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('entertainment insider','ID','949-890-7765','emergency extraction','2010-09-03','2034-11-04',6026);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('construction worker/engineer','CN','568-639-0044','under review','2007-01-20','2028-03-12',2848);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('freelance photographer','CN','197-851-9257','emergency extraction','2015-03-20','2026-02-19',4715);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('medical professional','CN','509-315-9324','active','2016-06-03','2027-10-22',8462);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('food/culinary expert','RU','238-219-8546','under surveillance','2005-11-24','2034-12-21',1455);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('humanitarian worker','FI','753-328-4473','active','2016-11-02','2032-07-23',6161);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('journalist/reporter','PE','445-278-3413','inactive','2016-05-14','2029-03-31',6166);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('journalist/reporter','AF','236-869-6711','under surveillance','2018-09-21','2031-10-19',3385);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('corporate executive','HR','315-905-3863','compromised','2019-07-24','2030-01-28',4928);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('law enforcement officer','PL','260-416-2719','burned','2021-05-22','2027-10-30',9725);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('tourist/traveler','FR','696-650-4278','compromised','2006-02-20','2027-06-08',4597);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('business consultant','ID','622-201-7913','compromised','2013-05-30','2031-12-31',9977);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('arts connoisseur','CN','672-414-0489','compromised','2017-07-24','2031-09-26',1335);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('security specialist','FR','308-189-0752','under development','2015-10-12','2024-08-21',1724);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('journalist/reporter','PH','418-220-9997','deep cover','2021-12-09','2023-03-24',5975);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('arts connoisseur','ET','393-429-0683','under surveillance','2019-02-01','2034-09-27',3872);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('tourist/traveler','SE','836-607-6151','emergency extraction','2008-02-01','2029-11-14',988);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('arts connoisseur','PL','389-764-2533','active','2015-11-01','2034-03-16',4736);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('journalist/reporter','TZ','492-968-4459','deep cover','2004-10-08','2027-05-22',5049);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('humanitarian worker','ES','944-414-8625','deep cover','2006-01-08','2025-04-26',3055);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('law enforcement officer','AR','823-230-0024','burned','2011-09-01','2030-01-30',5284);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('security specialist','JP','753-909-1370','compromised','2012-07-02','2031-01-01',8615);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('travel blogger/reviewer','CN','975-614-1642','emergency extraction','2005-05-07','2026-07-30',9193);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('tourist/traveler','UA','118-765-0751','under review','2013-07-20','2029-08-19',8186);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('entertainment insider','ID','440-639-7702','emergency extraction','2018-06-19','2026-01-19',930);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('tourist/traveler','KZ','642-770-9998','inactive','2017-02-26','2033-08-13',9929);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('arts connoisseur','PL','124-528-2110','inactive','2012-01-24','2031-07-24',5251);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('law enforcement officer','PL','787-523-9996','infiltration','2006-02-20','2032-07-09',39);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('environmental activist','AM','432-796-4729','under development','2007-08-15','2030-02-09',8455);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('tourist/traveler','MY','515-467-5839','deep cover','2007-06-04','2023-12-22',8319);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('food/culinary expert','SE','386-732-6065','deep cover','2013-10-08','2029-07-08',4084);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('tech entrepreneur','CN','616-673-8184','under surveillance','2023-11-22','2027-08-27',1322);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('travel blogger/reviewer','AR','468-508-3646','emergency extraction','2023-03-19','2024-12-15',2627);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('travel blogger/reviewer','CN','713-763-5777','deep cover','2011-01-04','2034-10-20',9200);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('corporate executive','AF','701-486-6016','burned','2023-12-17','2034-03-27',6575);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('environmental activist','CN','804-146-8085','emergency extraction','2015-08-21','2027-05-11',4306);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('humanitarian worker','KH','406-347-9595','burned','2012-08-15','2025-02-15',8875);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('entertainment insider','GR','804-420-8594','under review','2006-07-08','2031-03-22',7886);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('freelance photographer','FR','757-710-0020','under surveillance','2006-03-19','2034-08-12',4261);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('government official/diplomat','PH','925-811-1057','infiltration','2008-02-01','2032-09-28',1915);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('food/culinary expert','KP','623-274-1286','deep cover','2017-07-22','2034-04-09',4837);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('entertainment insider','BR','731-626-9562','active','2010-10-31','2027-06-14',9965);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('security specialist','UG','485-989-3579','infiltration','2007-05-23','2028-04-02',8356);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('travel blogger/reviewer','PT','828-742-5170','inactive','2012-03-20','2034-05-24',1876);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('government official/diplomat','PW','626-975-6642','emergency extraction','2005-05-12','2032-09-12',8779);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('freelance photographer','CN','743-342-5424','under development','2012-08-16','2028-03-25',4433);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('government official/diplomat','PL','663-769-4414','compromised','2011-09-07','2026-01-15',2667);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('journalist/reporter','GR','382-526-6011','compromised','2015-06-24','2033-03-07',364);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('social media influencer','CN','980-610-0768','under review','2008-10-07','2028-06-21',5244);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('law enforcement officer','PT','533-934-8723','emergency extraction','2011-03-08','2025-08-21',4349);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('finance/investment analyst','CN','515-514-2659','emergency extraction','2017-10-10','2027-05-12',3554);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('academic researcher','ID','329-403-2852','burned','2013-01-07','2026-03-03',9611);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('journalist/reporter','CN','251-376-1064','under review','2013-11-12','2034-02-07',9870);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('finance/investment analyst','FR','461-283-2190','infiltration','2005-03-10','2032-12-17',911);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('law enforcement officer','FR','283-930-4900','under surveillance','2011-03-05','2026-02-23',8627);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('journalist/reporter','BO','854-554-0521','burned','2014-04-10','2025-05-04',3987);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('social media influencer','ID','169-243-8032','active','2015-11-25','2034-06-16',3859);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('law enforcement officer','MN','840-258-0507','under review','2017-08-28','2026-09-17',2882);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('academic researcher','CN','149-846-3339','inactive','2020-02-14','2032-12-06',8968);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('humanitarian worker','CN','779-201-5605','under review','2006-05-17','2033-11-27',2235);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('business consultant','PL','161-264-8958','infiltration','2012-06-19','2025-06-26',924);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('academic researcher','SE','417-353-9628','infiltration','2011-06-22','2034-11-27',1101);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('environmental activist','CZ','686-530-9079','under development','2012-07-17','2026-06-14',1421);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('tourist/traveler','CO','360-980-3261','inactive','2017-01-12','2026-09-07',1049);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('environmental activist','NO','824-810-1894','under development','2020-12-04','2029-01-05',1387);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('law enforcement officer','KZ','117-663-8909','deep cover','2009-03-05','2031-11-10',8144);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('arts connoisseur','CH','251-936-2823','under review','2012-03-08','2029-09-01',864);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('entertainment insider','IR','819-852-0314','burned','2010-01-30','2029-02-17',5000);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('security specialist','YE','106-710-0927','burned','2010-08-09','2031-11-08',847);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('freelance photographer','HR','632-412-7734','emergency extraction','2016-09-10','2029-03-07',1021);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('entertainment insider','MD','997-766-2589','under surveillance','2022-12-31','2033-04-06',8360);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('construction worker/engineer','PE','657-818-0464','compromised','2004-04-18','2031-07-03',5768);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('entertainment insider','ID','396-476-3595','deep cover','2017-09-03','2027-10-20',4085);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('corporate executive','RU','342-935-1962','inactive','2019-01-02','2023-03-08',8743);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('security specialist','PS','371-561-9185','under surveillance','2017-12-19','2027-10-10',267);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('government official/diplomat','CN','474-605-2045','deep cover','2012-02-27','2031-06-30',8363);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('journalist/reporter','CN','354-231-5974','compromised','2016-07-27','2032-01-26',1841);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('food/culinary expert','ID','739-497-9216','active','2022-05-10','2030-02-25',7816);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('corporate executive','AL','472-899-0377','under development','2019-07-25','2028-01-05',2341);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('journalist/reporter','RU','607-112-7276','deep cover','2022-05-27','2028-08-26',5684);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('entertainment insider','ID','530-297-9343','under surveillance','2019-12-20','2028-08-03',7538);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('security specialist','GR','566-325-9010','emergency extraction','2009-07-09','2024-02-06',6583);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('corporate executive','CN','850-412-8758','deep cover','2008-06-18','2024-07-10',5016);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('food/culinary expert','BY','381-791-9447','under surveillance','2004-07-21','2034-09-17',7765);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('freelance photographer','FR','578-987-5077','deep cover','2007-11-17','2024-03-11',9932);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('government official/diplomat','CN','420-692-6876','active','2005-01-21','2032-11-24',1038);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('humanitarian worker','PL','981-659-6339','active','2020-07-31','2025-12-24',4620);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('finance/investment analyst','US','907-235-3031','emergency extraction','2018-11-14','2033-08-11',3979);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('academic researcher','GB','665-453-6745','emergency extraction','2007-08-29','2030-12-15',7791);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('corporate executive','RS','145-347-4104','compromised','2006-06-23','2029-07-22',7231);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('law enforcement officer','BO','431-289-5397','under review','2018-12-21','2025-05-30',2647);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('finance/investment analyst','CN','577-986-6033','inactive','2013-01-05','2025-03-11',2778);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('freelance photographer','ID','656-776-6077','burned','2019-01-20','2029-12-22',6318);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('social media influencer','CN','564-494-6975','compromised','2006-06-14','2023-11-24',7240);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('entertainment insider','PL','759-200-5431','under development','2014-12-25','2033-10-19',3798);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('corporate executive','RU','216-239-9035','under surveillance','2011-06-29','2034-01-30',8651);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('tech entrepreneur','KR','490-184-6275','under development','2020-07-11','2025-11-13',3614);
