INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Nickie','Summerson','1975-12-01','F','VN',1,'asset handler','on leave');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Elston','Clow','2005-07-06','M','CN',3,'technical specialist','covert diplomacy');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Lester','Brelsford','2001-03-07','M','CN',10,'rogue hunter','technical support');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Malinda','Worsley','1961-08-28','F','IL',6,'psychological warfare specialist','intelligence gathering');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Cosetta','Leer','1983-07-22','F','SE',3,'underwater specialist','intelligence gathering');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Bancroft','Dewsnap','2000-03-08','M','ID',4,'medical specialist','deep cover');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Haskell','Creavan','1954-05-31','M','ID',4,'interrogation specialist','deep cover');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Trudy','Yeell','1989-06-12','F','CN',1,'survivalist','training');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Laurianne','Shea','1986-12-05','F','CZ',3,'intelligence analyst','reconnaissance');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Constantine','Spurling','1984-11-10','M','GR',1,'influence operations specialist','intelligence gathering');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Valma','Ilive','1962-01-08','F','CN',8,'counterterrorism specialist','on leave');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Arri','Guilloux','1955-09-20','M','RU',1,'counterintelligence agent','reserve');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Reube','Reape','1988-01-28','M','RU',2,'communications specialist','standby');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Rolph','Papaminas','1996-07-07','M','CN',7,'field operative','on assignment');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Chaunce','Braham','1983-10-10','M','CO',7,'communications specialist','covert diplomacy');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Blanch','Gligoraci','1991-08-20','F','VN',2,'asset handler','undercover');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Carlynn','Loadman','1980-07-22','F','PL',2,'intelligence analyst','active');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Kingsley','Brake','1985-05-19','M','BA',7,'undercover agent','injured');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Prince','Hannah','1990-03-26','M','PH',10,'intelligence analyst','recovery');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Steffie','Giovannacci','1994-12-20','F','FR',8,'rogue hunter','training');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Rafi','Barford','1989-08-11','M','CN',4,'counterintelligence agent','on leave');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Thacher','Zimmer','1981-04-26','M','CO',4,'medical specialist','standby');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Nedi','Hazeldine','1958-10-18','F','US',7,'intelligence analyst','reconnaissance');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Luce','Yeude','1960-05-12','F','NG',7,'psychological warfare specialist','deep cover');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Alec','Van Arsdalen','1991-10-12','M','TJ',7,'demolitions expert','technical support');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Micky','Dell Casa','1981-03-19','M','CN',5,'escape and evasion expert','technical support');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Christiana','Bootland','1969-09-30','F','PT',6,'combat specialist','injured');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Hi','Yegorev','1973-05-07','M','VN',10,'sniper','reserve');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Dennie','Craighall','1974-02-24','M','UY',4,'infiltration expert','interrogation');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Jacky','Giuroni','1975-06-15','F','CN',5,'rogue hunter','standby');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Willie','Goodwill','1965-12-11','F','ID',2,'counterintelligence agent','black ops');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Kathryn','Duilleain','1980-11-09','F','ID',9,'assassin','standby');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Ruthi','Bride','1978-12-10','F','FR',9,'field operative','psychological operations');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Ayn','Leyland','1972-04-06','F','TH',5,'intelligence analyst','active');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Eduardo','Schout','1957-01-23','M','DO',6,'demolitions expert','intelligence gathering');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Lane','Marcum','1973-11-21','M','ID',4,'assassin','covert diplomacy');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Bette-ann','Kemsley','2001-11-06','F','CN',9,'agent in place','on assignment');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Dehlia','Scarff','1961-06-27','F','PH',1,'field operative','standby');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Marieann','Ainslee','1986-07-05','F','BR',7,'survivalist','on leave');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Konstanze','Metzke','2005-05-30','F','ID',4,'counterintelligence agent','psychological operations');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Helge','Rittelmeyer','1990-05-12','F','AR',7,'infiltration expert','injured');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Adam','Verdy','1956-01-21','M','CN',6,'communications specialist','on leave');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Lazare','Bradman','1975-10-10','M','PH',7,'counterintelligence agent','injured');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Ellerey','Diano','2005-03-04','M','CN',6,'assassin','recovery');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Aldridge','Mellings','1988-02-03','M','KG',7,'counterterrorism specialist','intelligence gathering');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Elsbeth','Killbey','1995-01-19','F','JP',8,'escape and evasion expert','on assignment');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Isaak','Pipe','1982-07-16','M','FR',6,'translator','intelligence gathering');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Winfred','Moehle','1990-09-17','M','JP',5,'technical specialist','deep cover');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Farley','Dockray','1965-12-27','M','CN',3,'escape and evasion expert','on assignment');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Diarmid','Stockman','1965-11-25','M','KZ',8,'sniper','covert diplomacy');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Dasie','Honnan','1985-02-14','F','PT',5,'combat specialist','covert diplomacy');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Val','Fibben','1997-12-26','M','CN',3,'assassin','active');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Sal','Buttler','2001-11-21','F','CN',7,'survivalist','on assignment');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Waverley','Wittke','1976-12-23','M','AR',6,'sniper','on assignment');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Oralie','Ugolotti','2000-07-28','F','PH',6,'asset handler','interrogation');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Zeke','Horsey','1958-11-19','M','BR',5,'rogue hunter','surveillance');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Lynna','Hill','1971-09-24','F','PT',4,'demolitions expert','training');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Nathanil','Stancer','1967-01-20','M','SE',1,'agent in place','injured');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Bat','Parlot','1958-08-04','M','ID',10,'cyber operative','deep cover');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Gratiana','Pead','1995-07-12','F','SS',8,'psychological warfare specialist','recovery');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Colet','Geratasch','2003-02-26','M','HR',10,'escape and evasion expert','deep cover');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Shanon','Nazair','1997-10-30','F','HN',8,'counterterrorism specialist','on leave');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Farly','Aucutt','1968-09-17','M','CZ',4,'sniffer','interrogation');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Ody','Lamanby','1979-02-23','M','KG',2,'undercover agent','on assignment');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Warren','MacCrann','1963-04-16','M','IE',1,'technical specialist','surveillance');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Micki','Wohler','1976-01-08','F','CN',4,'technical specialist','surveillance');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Jodie','McLanaghan','1964-10-04','F','ID',6,'demolitions expert','covert diplomacy');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Oneida','Bollum','1985-10-26','F','VN',1,'counterterrorism specialist','interrogation');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Artus','Judkin','1962-12-06','M','CN',2,'interrogation specialist','active');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Malanie','Malenoir','1999-05-26','F','CN',9,'assassin','surveillance');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Priscella','Allard','2004-02-29','F','ID',8,'medical specialist','training');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Agnella','Synan','1967-03-02','F','BR',5,'psychological warfare specialist','reserve');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Rube','Deverell','1970-11-01','M','CN',1,'sniper','reconnaissance');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Viviana','Ropkes','2000-12-20','F','CL',7,'survivalist','technical support');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Ricca','Conrad','1959-02-18','F','SE',2,'counterterrorism specialist','standby');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Nels','Lathe','1985-12-12','M','CN',1,'survivalist','psychological operations');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Otto','Naulty','1987-12-11','M','UA',8,'counterterrorism specialist','interrogation');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Ava','Aubrey','1958-09-04','F','PH',4,'sniffer','reserve');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Ulrica','MacIver','1990-12-28','F','ID',5,'underwater specialist','psychological operations');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Jasper','Paolino','1991-05-11','M','RU',2,'intelligence analyst','surveillance');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Kikelia','Velareal','1989-07-21','F','CL',10,'survivalist','interrogation');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Amil','Marcombe','1970-05-21','F','CI',9,'psychological warfare specialist','active');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Demott','Duthy','1993-08-25','M','CN',7,'field operative','training');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Kelvin','Juliff','1998-12-09','M','US',1,'counterintelligence agent','reconnaissance');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Steffi','Stocking','1996-04-09','F','CL',3,'sniper','surveillance');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Kelly','Pennoni','1956-12-20','M','MY',9,'undercover agent','reserve');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Finley','Lowmass','1968-12-17','M','AZ',5,'technical specialist','interrogation');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Leia','Petrov','1983-05-02','F','RU',2,'sniper','black ops');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Jeane','Wellbeloved','1963-03-16','F','ID',6,'demolitions expert','injured');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Antonella','Thurby','1973-12-18','F','RU',8,'demolitions expert','reserve');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Pooh','Pearsall','1981-07-29','M','BR',3,'sniper','recovery');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Ham','Blockey','1997-09-05','M','BR',9,'assassin','psychological operations');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Anet','Seagrove','1985-09-30','F','ID',5,'translator','reconnaissance');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Dar','Dugald','1967-02-21','M','CN',1,'infiltration expert','standby');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Edgard','Faughnan','2000-05-15','M','ID',6,'translator','standby');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Tisha','Pinner','1973-07-29','F','VE',3,'technical specialist','standby');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Donny','McGeagh','1973-12-18','F','US',4,'sniper','infiltration');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Claudianus','Plume','1983-04-18','M','TH',8,'undercover agent','infiltration');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Aldo','Ofer','1992-06-15','M','BA',5,'influence operations specialist','training');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Jon','Pretley','1969-09-14','M','CA',5,'demolitions expert','technical support');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Kitti','Corcut','1986-01-15','F','UA',5,'underwater specialist','on leave');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Ardella','Strippling','1956-08-06','F','MY',10,'cyber operative','active');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Tedi','Calafato','1958-05-30','F','PH',1,'interrogation specialist','on leave');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Page','Axtonne','1960-08-21','M','FR',9,'translator','undercover');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Karleen','Whitewood','1958-12-29','F','PT',1,'field operative','reconnaissance');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Stafford','Jancar','1992-03-11','M','ID',4,'escape and evasion expert','on assignment');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Gran','Dunston','1978-03-16','M','ZA',9,'counterintelligence agent','psychological operations');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Gratiana','Grzegorek','1985-10-02','F','GR',4,'cyber operative','on leave');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Nonnah','McSparran','1992-01-03','F','CN',1,'communications specialist','on assignment');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Yvonne','Ferrieroi','1958-11-11','F','ZM',4,'assassin','active');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Emanuel','Casebourne','1975-04-27','M','PH',2,'translator','standby');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Eduino','Pattlel','1994-08-23','M','US',2,'interrogation specialist','intelligence gathering');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Eadmund','Franca','1998-09-04','M','CN',4,'translator','covert diplomacy');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Emilio','Canti','1991-12-18','M','UA',8,'medical specialist','reserve');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Mylo','Houson','1981-08-11','M','FR',9,'rogue hunter','training');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Elston','Coutts','1959-02-26','M','SE',3,'psychological warfare specialist','on assignment');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Asa','Robillard','2005-09-19','M','ID',2,'counterterrorism specialist','training');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Colleen','Seedull','1984-06-15','F','SE',10,'rogue hunter','covert diplomacy');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Jesse','Iacopo','1975-11-12','M','PE',6,'asset handler','injured');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Loni','Carlin','1965-11-26','F','BR',8,'medical specialist','technical support');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Giffy','Potkin','1970-10-03','M','YE',1,'counterterrorism specialist','infiltration');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Adams','Scotford','1973-01-30','M','ID',3,'demolitions expert','reconnaissance');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Alexander','Tukesby','1991-04-14','M','JP',7,'escape and evasion expert','interrogation');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Annabal','McCook','1981-09-11','F','FR',8,'intelligence analyst','deep cover');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Brunhilde','Hynam','1999-07-03','F','AR',2,'communications specialist','injured');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Rowland','Tuftin','1959-08-07','M','TH',2,'field operative','technical support');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Murdoch','Ruse','1962-02-01','M','RU',10,'undercover agent','recovery');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Tiphany','Clell','1990-09-29','F','ID',1,'underwater specialist','interrogation');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Vasily','Soltan','1997-08-07','M','HU',9,'assassin','interrogation');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Esme','Sharman','1970-05-31','M','FI',7,'survivalist','reconnaissance');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Waylen','Adshed','1994-08-06','M','ID',6,'intelligence analyst','recovery');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Lane','Camplen','1955-02-05','M','JP',8,'communications specialist','recovery');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Ilaire','Midford','1990-09-25','M','CN',4,'technical specialist','technical support');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Ailbert','Kelby','1963-09-20','M','GM',2,'counterintelligence agent','reserve');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Arlene','Cripps','2002-04-20','F','RU',7,'communications specialist','on assignment');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Trever','MacFadden','1989-05-10','M','SE',7,'survivalist','training');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Regen','Moth','1957-07-26','M','UA',6,'cyber operative','on leave');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Lilian','Maddyson','1967-11-10','F','NG',9,'psychological warfare specialist','undercover');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Siana','Berzins','1991-01-18','F','FR',5,'translator','training');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Ediva','Jochens','2002-08-14','F','BR',7,'interrogation specialist','active');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Lane','Doddrell','1985-10-22','M','US',6,'communications specialist','under investigation');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Haleigh','Kernan','1985-11-30','M','CN',7,'asset handler','surveillance');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Abagael','Gorges','1976-01-27','F','NG',4,'influence operations specialist','undercover');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Tades','Niezen','1999-11-23','M','IR',1,'demolitions expert','interrogation');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Krishnah','Curtain','1974-10-24','M','RU',5,'agent in place','on assignment');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Karissa','Slyde','1959-01-06','F','YE',9,'field operative','active');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Waverley','Huison','1976-04-26','M','VN',7,'technical specialist','active');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Bridie','Jacobowicz','1958-12-06','F','FR',1,'communications specialist','training');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Ludvig','Tassell','1972-12-20','M','RU',1,'combat specialist','injured');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Shellysheldon','Piddletown','1972-05-18','M','BO',8,'infiltration expert','on assignment');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Siobhan','Gonthier','1980-04-15','F','CY',9,'agent in place','on leave');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Zeke','Bompas','1961-11-20','M','SE',7,'underwater specialist','covert diplomacy');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Porter','Lazonby','1985-05-12','M','ID',5,'rogue hunter','deep cover');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Galen','Grzelczak','1974-04-07','M','BR',8,'field operative','deep cover');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Charissa','Dalston','1987-12-12','F','BG',10,'intelligence analyst','surveillance');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Filberto','Gavahan','2005-03-13','M','CZ',8,'infiltration expert','technical support');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Ole','Eskrick','2003-11-17','M','BR',4,'cyber operative','technical support');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Borden','Letham','1993-03-17','M','AR',4,'interrogation specialist','under investigation');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Aldrich','Kalinke','1964-02-11','M','KZ',3,'counterintelligence agent','under investigation');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Gino','Monnery','1981-07-25','M','US',5,'negotiation expert','active');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Artus','Sawkins','1987-09-17','M','BB',2,'undercover agent','covert diplomacy');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Isaak','Imesen','1992-07-24','M','BR',7,'assassin','reconnaissance');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Abbey','Kittel','1999-04-20','F','CM',7,'demolitions expert','infiltration');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Melantha','Stickland','1991-12-20','F','FR',8,'field operative','standby');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Krysta','Ezzle','2000-09-27','F','MK',10,'underwater specialist','active');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Darcy','Reide','1971-08-04','F','CN',6,'sniper','covert diplomacy');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Sallyanne','Rechert','1986-10-20','F','ID',6,'counterintelligence agent','reserve');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Simone','Jesson','1982-07-12','M','CN',10,'negotiation expert','on leave');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Beckie','Croot','1963-07-02','F','PL',1,'medical specialist','surveillance');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Germain','Pilcher','1958-08-31','F','US',8,'cyber operative','covert diplomacy');
